name,apparition,affiliations,occupations,origin,status,height,weight,bloodtype,fruit.name,devilfruit.type,residence,bounty,has_D,key,haki.observation,haki.armament,haki.conqueror
Dosun,611.0,newfish-manpirates,pirate;pirateofficer,grandline,Alive,418.0,,S,,,fish-mandistrict,,0.0,dosun,0.0,0.0,0.0
Dotaku,926.0,kouzukifamily,samurai,,Alive,,,,,,wanocountry,,0.0,dotaku,0.0,0.0,0.0
Dr. Fishbonen,594.0,marines,doctor,,Alive,,,,,,,,0.0,dr.fishbonen,0.0,0.0,0.0
Dr. HirilukDr. Hiruruku,141.0,,doctor;thief,grandline,Deceased,213.0,,F,,,drumisland,,0.0,dr.hirilukdr.hiruruku,0.0,0.0,0.0
Dr. Hou Dr. Ooh,213.0,nefertarifamily,doctor,,Alive,,,,,,,,0.0,dr.houdr.ooh,0.0,0.0,0.0
Dr. Vegapunk,684.0,mads;marines,scientist,grandline,Deceased,314.0,,S,Brain-Brain Fruit,Paramecia,egghead;punkhazard;karakuriisland,,0.0,dr.vegapunk,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,1.0,0.0
Dracule MihawkDiego Mihawk,49.0,crossguild;sevenwarlordsofthesea,pirate;crossguildchiefofficer;warlordofthesea,,Alive,198.0,,S,,,kuraiganaisland;karaibariisland,3590000000.0,0.0,draculemihawkdiegomihawk,0.0,0.0,0.0
Dragon Number Thirteen,655.0,,guard,,Deceased,,,,,,punkhazard,,0.0,dragonnumberthirteen,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0
Drophy,160.0,newspiderscafe;baroqueworks,cafewaitress;officeragent,grandline,Alive,156.0,,S,Mole-Mole Fruit,Zoan,,14000000.0,0.0,drophy,0.0,0.0,0.0
Drug Peclo,860.0,underworld,undertaker;emperoroftheunderworld,,Alive,,,,,,,,0.0,drugpeclo,0.0,0.0,0.0
Ducky Bree,552.0,spadepirates,pirate,,Alive,,,,,,,,0.0,duckybree,0.0,0.0,0.0
Du Feld,860.0,lufeldconglomerate;underworld;mads,emperoroftheunderworld,,Unknown,,,,,,,,0.0,dufeld,0.0,0.0,0.0
Duke Genghis Baan,963.0,mokomodukedom,rulerofmokomodukedom,,Unknown,,,,,,zou,,0.0,dukegenghisbaan,0.0,0.0,0.0
Dumas Fayes,587.0,goakingdom,noble,,Alive,,,,,,goakingdom;dawnisland,,0.0,dumasfayes,0.0,0.0,0.0
Dumas Regal IX,587.0,goakingdom,noble,,Alive,,,,,,,,0.0,dumasregalix,0.0,0.0,0.0
Duval,491.0,rosyliferiders,leaderoftherosyliferiders;slavetrader,grandline,Alive,470.0,,S,,,,,0.0,duval,0.0,0.0,0.0
Earth Boss,326.0,ukkarihot-springisland;gedatsu,digger,,Alive,,,,,,ukkarihot-springisland,,0.0,earthboss,0.0,0.0,0.0
Eddy,223.0,bellamypirates,navigator,,Unknown,,,,,,,,0.0,eddy,0.0,0.0,0.0
Edison,1065.0,marines,,grandline,Alive,100.0,,S,,,egghead,,0.0,edison,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,1.0,1.0
Edward Newgate ;Ward Newgate,159.0,whitebeardpirates;rockspirates;fouremperors,piratecaptain;emperor,grandline,Deceased,666.0,,F,Tremor-Tremor Fruit,Paramecia,sphinx,5046000000.0,0.0,edwardnewgate;wardnewgate,0.0,0.0,0.0
Edward Weevil,802.0,sevenwarlordsofthesea,pirate,grandline,Alive,680.0,,S,,,,480000000.0,0.0,edwardweevil,1.0,1.0,0.0
Eggplant Soldier,849.0,bigmompirates,guard;soldier,,Alive,,,,,,wholecakeisland,,0.0,eggplantsoldier,0.0,0.0,0.0
Ehgana,483.0,,,,Alive,,,,,,,,0.0,ehgana,0.0,0.0,0.0
Eiyess Emmar,,marines,okakiartisan,,Alive,,,,,,southblue,,0.0,eiyessemmar,0.0,0.0,0.0
Elio,967.0,rogerpirates,pirate,,Unknown,,,,,,,,0.0,elio,0.0,0.0,0.0
Elizabero II; Elizabello II,704.0,prodencekingdom,king,grandline,Alive,436.0,,F,,,,,0.0,elizaberoii;elizabelloii,0.0,0.0,0.0
Elmy,551.0,subordinateofthewhitebeardpirates,pirate;captain,,Alive,,,,,,,,0.0,elmy,0.0,0.0,0.0
EMET,1065.0,,,,Unknown,,,,,,egghead,,0.0,emet,0.0,0.0,0.0
Emma,1071.0,kidpirates,pirate,,Unknown,,,,,,,,0.0,emma,0.0,0.0,0.0
Emporio Ivankov,537.0,revolutionaryarmy;freedomfighters;kamabakkakingdom;newkamaland,garmycommanderoftherevolutionaryarmy;queen;slave;prisonerofthegreatprison,grandline,Alive,449.0,,XF,Horm-Horm Fruit,Paramecia,momoiroislandmarygeoise,100000000.0,0.0,emporioivankov,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,0.0,0.0
Eneru;Enel,254.0,god'sarmy;automata,godofskypiea,skyislands,Alive,266.0,,S,Rumble-Rumble Fruit,Logia,moonupperyard;birka,,0.0,eneru;enel,0.0,0.0,0.0
Epoida,553.0,whitebeardpirates,pirate;captain,,Alive,,,,,,,,0.0,epoida,0.0,0.0,0.0
Epony,841.0,germakingdom,nurse,,Alive,,,,,,,,0.0,epony,0.0,0.0,0.0
Eric,167.0,sand-sandclan;rebelarmy,rebel,,Alive,,,,,,arabastakingdom,,0.0,eric,0.0,0.0,0.0
Esta,717.0,,,,Alive,,,,,,,,0.0,esta,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,1.0,0.0
Eureka,151.0,tulippirates,piratecaptain,,Alive,,,,,,,,0.0,eureka,0.0,0.0,0.0
Eustass Kid,498.0,kidpiratesninja-pirate-mink-samuraialliance,piratecaptain,southblue,Unknown,205.0,,F,Magnet-Magnet Fruit,Paramecia,,315000000.0,0.0,eustasskid,1.0,1.0,1.0
"Eyelashes ,Eyelash ,Lashes ,Matsuge",162.0,superspot-billedducktroops,royaltransport,grandline,Alive,190.0,,F,,,alubarna;rainbase,,0.0,"eyelashes,eyelash,lashes,matsuge",0.0,0.0,0.0
Eyri,866.0,,,,Unknown,,,,,,elbaph,,0.0,eyri,0.0,0.0,0.0
Falafra ;Faracla,167.0,arabasta;rebelarmy,rebel,,Alive,,,,,,,,0.0,falafra;faracla,0.0,0.0,0.0
Farul,722.0,beautifulpiratesstrawhatgrandfleet,cavendish'ssteed,,Alive,,,,,,,,0.0,farul,0.0,0.0,0.0
Faust,508.0,hawkinspirates,pirate;magician,northblue,Alive,,,,,,,,0.0,faust,0.0,0.0,0.0
Fen Bock,668.0,caesarclown,,,Alive,,,,,,,,0.0,fenbock,0.0,0.0,0.0
Figarland Shamrock,907.0,god'sknights;worldnobles,commanderofgod'sknights,,Alive,,,,,,marygeoise,,0.0,figarlandshamrock,0.0,0.0,0.0
Finamore,552.0,spadepirates,pirate,,Alive,,,,,,,,0.0,finamore,0.0,0.0,0.0
Firstaid,334.0,,doctor,,Alive,,,,,,water7,,0.0,firstaid,0.0,0.0,0.0
Fisher Tiger,521.0,sunpirates;fish-mandistrict,adventurer;pirate;captain;de-factoleaderoffish-mandistrict;slave,grandline,Deceased,520.0,,S (RH-),,,fish-mandistrict;marygeoise,230000000.0,0.0,fishertiger,0.0,0.0,0.0
Fiyonce,608.0,mermaidcafé,dancer,grandline,Alive,,,,,,mermaidcove,,0.0,fiyonce,0.0,0.0,0.0
Flair,,gérard,waitress,,Deceased,,,,,,,,0.0,flair,0.0,0.0,0.0
Flapper,711.0,tontattakingdom;tontacorps;strawhatgrandfleet,pirate,,Alive,,,,,,,,0.0,flapper,0.0,0.0,0.0
Forest Boss,333.0,ukkarihot-springisland;gedatsu,bossoftheforest,,Alive,,,,,,ukkarihot-springisland,,0.0,forestboss,0.0,0.0,0.0
Fossa,553.0,whitebeardpirates,15thdivisioncommander;pirate,northblue,Alive,,,,,,,,0.0,fossa,0.0,0.0,0.0
Fourtricks,994.0,beastspirates,shinuchi,,Alive,,,,Chicken Smile,Artificial Zoan,,,0.0,fourtricks,0.0,0.0,0.0
Foxy,305.0,foxypirates,piratecaptain,southblue,Alive,180.0,,S,Slow-Slow Fruit,Paramecia,,24000000.0,0.0,foxy,0.0,0.0,0.0
Francois,537.0,newkamaland,,,Alive,,,,,,,,0.0,francois,0.0,0.0,0.0
Franky;Frankie,329.0,strawhatpirates;strawhatgrandfleet;frankyfamily;tom'sworkers;ninja-pirate-mink-samuraialliance,shipwright;seniorofficer;dismantler;underworldboss;bountyhunter,southblue,Alive,225.0,,XF,,,water7;karakuriisland,44000000.0,0.0,franky;frankie,0.0,0.0,0.0
Fuga,991.0,beastspirates,,punkhazard,Alive,37.0,,S,Horse Smile,Artificial Zoan,onigashima,,0.0,fuga,0.0,0.0,0.0
Fugar ;Fuga,1079.0,socialclub;redhairpirates,piratecaptain,,Alive,,,,,,,,0.0,fugar;fuga,0.0,0.0,0.0
Fugetsu Omusubi,1024.0,,samurai;daimyoofkibi,grandline,Deceased,270.0,,S,,,wanocountry,,0.0,fugetsuomusubi,0.0,0.0,0.0
Fujin,931.0,beastspirates;orochioniwabanshu;kurozumifamily,ninja;pirate,wanocountry,Alive,200.0,,X,,,flowercapital;wanocountry,,0.0,fujin,0.0,0.0,0.0
Fukaboshi,609.0,neptunefamily,princeoftheryugukingdom,grandline,Alive,604.0,,S,,,ryugupalace,,0.0,fukaboshi,0.0,0.0,0.0
Fukumi,,,,,Deceased,,,,,,,,0.0,fukumi,0.0,0.0,0.0
Fukurokuju,931.0,kurozumifamily;beastspirates;orochioniwabanshu;kouzukifamily,ninja;captainoftheorochioniwabanshu,wanocountry,Alive,221.0,,X,,,flowercapital;wanocountry,,0.0,fukurokuju,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,1.0,0.0
Fukurô ; Fukurou,375.0,cp0;cp9,cipherpolagent,grandline,Alive,331.0,,S,,,,,0.0,fukurô;fukurou,0.0,0.0,0.0
Fullbody;Full Body,43.0,marines,marinelieutetcommander;marineseamanrecruit;marinelieutet,northblue,Alive,184.0,,F,,,,,0.0,fullbody;fullbody,0.0,0.0,0.0
Funkfreed ;Funk Freed,365.0,cp0;cp9,spandam'ssword;pet,,Alive,,,,Elephant-Elephant Fruit Eleph-Eleph Fruit,Zoan,,,0.0,funkfreed;funkfreed,0.0,0.0,0.0
Fuza;Fusa,241.0,god'sarmy,battlepet,,Alive,,,,,,,,0.0,fuza;fusa,0.0,0.0,0.0
Gabu;Gab,580.0,redhairpirates,pirate;seniorofficer,,Alive,,,,,,,,0.0,gabu;gab,0.0,0.0,0.0
Gaburu;Gobble;Gabull,702.0,reformationarmy,revolutionistcommander,,Deceased,,,,,,,,0.0,gaburu;gobble;gabull,0.0,0.0,0.0
Gack ;Drip,598.0,fakestrawhatcrew,pirate,eastblue,Alive,208.0,,XF,,,,,0.0,gack;drip,0.0,0.0,0.0
Gaimon,22.0,,guardianoftheislandofrareanimalspirate,eastblue,Alive,130.0,,X,,,islandofrareanimals,,0.0,gaimon,0.0,0.0,0.0
Gal,680.0,marines;g-5,marineofficer,,Alive,,,,,,g-5,,0.0,gal,0.0,0.0,0.0
Galaxy,437.0,automata,general,,Alive,,,,,,,,0.0,galaxy,0.0,0.0,0.0
Gambia,705.0,bartoclub;strawhatgrandfleet,staffofficer,,Unknown,,,,,,,67000000.0,0.0,gambia,0.0,0.0,0.0
Gambo,905.0,revolutionaryarmy,southarmydeputycommander,,Alive,,,,,,baltigo;momoiroisland,,0.0,gambo,0.0,0.0,0.0
Gancho,711.0,tontattakingdom,king,,Alive,,,,,,,,0.0,gancho,0.0,0.0,0.0
Ganfor ;Gan Fall ;Gunfall,237.0,skypiea,godofskypiea;mercenary,grandline,Alive,180.0,,X,,,,,0.0,ganfor;ganfall;gunfall,0.0,0.0,0.0
Ganryu,552.0,spadepirates,pirate,,Alive,,,,,,,,0.0,ganryu,0.0,0.0,0.0
Ganryu,966.0,rogerpirates,pirate,,Unknown,,,,,,,,0.0,ganryu,0.0,0.0,0.0
Gatherine,379.0,worldgovernment,waitress,,Unknown,,,,,,,,0.0,gatherine,0.0,0.0,0.0
Gazelle-Man Gazelleman,914.0,beastspirates;tama;ninja-pirate-mink-samuraialliance,gifter,,Alive,,,,Gazelle Smile,Artificial Zoan,,,0.0,gazelle-mangazelleman,0.0,0.0,0.0
Gecko Moria,449.0,thrillerbarkpirates;sevenwarlordsofthesea;geckopirates,piratecaptain;warlordofthesea,westblue,Alive,692.0,,X,Shadow-Shadow Fruit,Paramecia,floriantriangle;thrillerbark,320000000.0,0.0,geckomoria,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,0.0,0.0
Gedatsu ; Gedatz,241.0,ukkarihot-springisland;god'sarmy,priestofenel;headclerkofhotspringsresort,skyislands,Alive,220.0,,S,,,ukkarihot-springislandskypieabirka,,0.0,gedatsu;gedatz,0.0,0.0,0.0
Gem,110.0,newspiderscafe;baroqueworks,cafeemployee;officeragent;sniper,southblue,Alive,197.0,,X,Bomb-Bomb Fruit,Paramecia,,10000000.0,0.0,gem,0.0,0.0,0.0
GenbouGenbo,249.0,shandia;god'sguards,shandiawarrior;god'sguard,skyislands,Alive,193.0,,S,,,,,0.0,genbougenbo,0.0,0.0,0.0
Genista ; Enishida,517.0,kuja,lady'smaid,calmbelt,Alive,,,,,,amazonlily,,0.0,genista;enishida,0.0,0.0,0.0
Genzo,71.0,cocoyasivillage,sheriffofcocoyasivillage,eastblue,Alive,173.0,,F,,,cocoyasivillage,,0.0,genzo,0.0,0.0,0.0
George,353.0,worldgovernment,judge,,Alive,,,,,,,,0.0,george,0.0,0.0,0.0
George Mach,313.0,foxypirates,pirate,,Alive,,,,,,,,0.0,georgemach,0.0,0.0,0.0
Gerd,866.0,newgiantwarriorpirates;buggy'sdelivery;strawhatgrandfleet,pirate;doctor;mercenary,grandline,Alive,1700.0,,S,,,elbaph,,0.0,gerd,0.0,0.0,0.0
Giant Pirates;Giant Pirate Warrior Band / Pirate Giants / Giant Pirate Crew ;Giant Warrior Pirates,,,,,,,,,,,,,0.0,giantpirates;giantpiratewarriorband/pirategiants/giantpiratecrew;giantwarriorpirates,0.0,0.0,0.0
Giant Pirates;Giant Pirate Warrior Band / Pirate Giants / Giant Pirate Crew ;Giant Warrior Pirates,,,,,,,,,,,,,0.0,giantpirates;giantpiratewarriorband/pirategiants/giantpiratecrew;giantwarriorpirates,0.0,0.0,0.0
Giberson,860.0,underworld,warehouseman;emperoroftheunderworld,,Alive,,,,,,,,0.0,giberson,0.0,0.0,0.0
Gig,1024.0,kidpirates,pirate,,Unknown,,,,,,,,0.0,gig,0.0,0.0,0.0
Gimlet,775.0,,,,Deceased,,,,,,,,0.0,gimlet,0.0,0.0,0.0
Gin ;Ghin,44.0,kriegpirates,pirate;combatcommander,eastblue,Alive,186.0,,S,,,,12000000.0,0.0,gin;ghin,0.0,0.0,0.0
Gina,318.0,foxypirates,shipwright,,Alive,,,,,,,,0.0,gina,0.0,0.0,0.0
Ginko,682.0,punkhazard,,,Alive,,,,,,,,0.0,ginko,0.0,0.0,0.0
Ginny,1095.0,revolutionaryarmy;freedomfighters,eastarmycaptainoftherevolutionaryarmy;slave,grandline,Deceased,174.0,,F,,,southblue;marygeoise,190000000.0,0.0,ginny,0.0,0.0,0.0
Ginrummy,795.0,beastspirates,shinuchi,,Unknown,,,,Squirrel Smile,Artificial Zoan,,,0.0,ginrummy,0.0,0.0,0.0
Giolla,682.0,donquixotepirates,pirateofficer,northblue,Alive,221.0,,S,Art-Art Fruit,Paramecia,spidermiles;dressrosa,,0.0,giolla,0.0,0.0,0.0
Gion,907.0,marines,viceadmiral,,Alive,,,,,,,,0.0,gion,0.0,0.0,0.0
Giovanni,809.0,mokomodukedom;inuarashimusketeersquad;ninja-pirate-mink-samuraialliance,threeinuarashimusketeers,grandline,Alive,226.0,,S,,,kuraucity;zou,,0.0,giovanni,0.0,0.0,0.0
Gismonda,705.0,cp0,cipherpolagent,,Alive,,,,,,,,0.0,gismonda,0.0,0.0,0.0
Gladius,682.0,donquixotepirates,pirateofficer,northblue,Alive,260.0,,XF,Pop-Pop Fruit,Paramecia,spidermiles;dressrosa,31000000.0,0.0,gladius,0.0,0.0,0.0
Gloriosa,514.0,kujarockspirates,empressofamazonlilypirate,calmbelt,Alive,,,,,,amazonlily,,0.0,gloriosa,0.0,0.0,0.0
Glutbunny,1129.0,,,,Deceased,,,,,,landofgods,,0.0,glutbunny,0.0,0.0,0.0
Gode,254.0,god'sarmy,clergyman,,Unknown,,,,,,,,0.0,gode,0.0,0.0,0.0
Going Merry Merry Go SS Merry Go,41.0,,,,Destroyed,1100.0,,,,,,,0.0,goingmerrymerrygossmerrygo,0.0,0.0,0.0
Goki,954.0,beastspirates,,,Alive,,,,,,,,0.0,goki,0.0,0.0,0.0
Gol D. Roger,1.0,rogerpirates;clanofd.,piratecaptain,eastblue,Deceased,274.0,,S,,,,5564800000.0,1.0,gold.roger,1.0,1.0,1.0
Goldberg,899.0,newgiantwarriorpirates;buggy'sdeliverystrawhatgrandfleet,cook;pirate;mercenary,grandline,Alive,,,,,,elbaph,,0.0,goldberg,0.0,0.0,0.0
Goldfish Princess,189.0,goldfishempire,princessofgoldfishempire,,Alive,,,,,,,,0.0,goldfishprincess,0.0,0.0,0.0
"Gomora ,Gomorrah",366.0,frankyfamily,transportation,,Alive,,,,,,water7,,0.0,"gomora,gomorrah",0.0,0.0,0.0
Gonbe,322.0,chimney,pet,,Alive,,,,,,water7,,0.0,gonbe,0.0,0.0,0.0
Goo,483.0,piratecrew,pirate;captain,,Alive,,,,,,,,0.0,goo,0.0,0.0,0.0
Googly ;Bulge-Eyed Neptunian,101.0,poseidon,,,Alive,,,,,,calmbelt,,0.0,googly;bulge-eyedneptunian,0.0,0.0,0.0
Gorilla,596.0,marines,marinecaptain,,Alive,,,,,,,,0.0,gorilla,0.0,0.0,0.0
Gorishiro,978.0,beastspirates,,,Alive,,,,,,,,0.0,gorishiro,0.0,0.0,0.0
Goro,316.0,ukkarihot-springisland,onsenmanager,,Alive,,,,,,ukkarihot-springisland;arabasta,,0.0,goro,0.0,0.0,0.0
GorobeiGorobe,924.0,,,,Unknown,,,,,,okoboretown;kuri;wanocountry,,0.0,gorobeigorobe,0.0,0.0,0.0
Gotti,825.0,firetankpirates,pirate;assassin;combatant,westblue,Alive,375.0,,S,,,,90000000.0,0.0,gotti,0.0,0.0,0.0
Grabba,717.0,tontattakingdom,,,Alive,,,,,,,,0.0,grabba,0.0,0.0,0.0
Gram,391.0,oharaarchaeologists,archaeologist,,Deceased,,,,,,,,0.0,gram,0.0,0.0,0.0
Great Michael,563.0,allyofthewhitebeardpirates,pirate;captain,,Alive,,,,,,,,0.0,greatmichael,0.0,0.0,0.0
Guernica,705.0,cp0,cipherpolagent,westblue,Deceased,243.0,,F,,,,,0.0,guernica,0.0,0.0,0.0
Guillotine,1078.0,marines,viceadmiral,,Alive,,,,,,,,0.0,guillotine,0.0,0.0,0.0
Gunko,1134.0,god'sknights,,,Alive,,,,Arrow-Arrow Fruit,Paramecia,marygeoise,,0.0,gunko,0.0,0.0,0.0
Gyaro,197.0,macropirates;sunpirates,pirate;slavetrader,grandline,Alive,,,,,,ryugukingdom,,0.0,gyaro,0.0,0.0,0.0
Gyats,702.0,corridacolosseum,announcer,,Alive,,,,,,,,0.0,gyats,0.0,0.0,0.0
Gyogyo,498.0,bonneypirates,fishmonger;pirate,southblue,Alive,,,,,,sorbetkingdom,,0.0,gyogyo,0.0,0.0,0.0
Gyoll ;Gyoru,1.0,,fishmonger,eastblue,Alive,,,,,,fooshavillage,,0.0,gyoll;gyoru,0.0,0.0,0.0
"Gyoro, Nin, Bao",449.0,thrillerbarkpirates,soldierzombies,,Deceased,,,,,,,,0.0,"gyoro,nin,bao",0.0,0.0,0.0
"Gyoro, Nin, Bao",449.0,thrillerbarkpirates,soldierzombies,,Deceased,,,,,,,,0.0,"gyoro,nin,bao",0.0,0.0,0.0
"Gyoro, Nin, Bao",449.0,thrillerbarkpirates,soldierzombies,,Deceased,,,,,,,,0.0,"gyoro,nin,bao",0.0,0.0,0.0
Gyro,611.0,gyropirates;newfish-manpirates,pirate;captain,,Alive,,,,,,,73000000.0,0.0,gyro,0.0,0.0,0.0
Haccha,981.0,beastspirates,,punkhazard,Alive,3675.0,,XF,,,,,0.0,haccha,0.0,0.0,0.0
Hack,706.0,revolutionaryarmy,revolutionaryarmymemberfish-mankarateinstructorfish-manjujutsumartialartist,grandline,Alive,280.0,,F,,,ryugukingdombaltigomomoiroisland,,0.0,hack,0.0,0.0,0.0
Hajrudin,706.0,newgiantwarriorpirates;buggy'sdelivery;strawhatgrandfleet,captainofthesixthshipofthestrawhatgrandfleet;piratecaptain;mercenary,grandline,Alive,2200.0,,XF,,,elbaph,,0.0,hajrudin,0.0,0.0,0.0
Hakugan,810.0,heartpirates;ninja-pirate-mink-samuraialliance,helmsman,northblue,Unknown,,,,,,,,0.0,hakugan,0.0,0.0,0.0
Hamburg,305.0,foxypirates;groggymonsters,pirate;combatant,,Alive,,,,,,,,0.0,hamburg,0.0,0.0,0.0
Ham Burger,823.0,,kingoftheballywoodkingdom,,Alive,,,,,,ballywoodkingdom,,0.0,hamburger,0.0,0.0,0.0
Hamlet,994.0,beastspirates;ninja-pirate-mink-samuraialliance,shinuchi,,Alive,,,,Giraffe Smile,Artificial Zoan,,,0.0,hamlet,0.0,0.0,0.0
Hammond,607.0,newfish-manpirates,pirate;combatant,grandline,Alive,,,,,,fish-mandistrict,,0.0,hammond,0.0,0.0,0.0
Hangan,556.0,allyofthewhitebeardpirates,pirate;captain,,Alive,,,,,,,,0.0,hangan,0.0,0.0,0.0
Hanger,97.0,robeccahanberg,salesperson,eastblue,Alive,,,,,,loguetown,,0.0,hanger,0.0,0.0,0.0
Hanko,940.0,,,,Alive,,,,,,ebisutown;wanocountry,,0.0,hanko,0.0,0.0,0.0
Hannyabal,525.0,impeldown,chiefwarden;vicewarden,southblue,Alive,309.0,,S,,,,,0.0,hannyabal,0.0,0.0,0.0
Hanzo,931.0,beastspirates;orochioniwabanshu;kouzukifamilyoniwabanshu,ninja;pirate,wanocountry,Alive,544.0,,F,,,flowercapital;wanocountry,,0.0,hanzo,0.0,0.0,0.0
Happa Yamao,341.0,,carpenter;bandit,,Alive,,,,,,water7;pucci,,0.0,happayamao,0.0,0.0,0.0
Harald,1130.0,,king,,Deceased,,,,,,elbaph,,0.0,harald,0.0,0.0,0.0
Haredas,523.0,,scientist,skyislands,Alive,253.0,,X,,,weatheria,,0.0,haredas,0.0,0.0,0.0
Haruta,553.0,whitebeardpirates,12thdivisioncommander;pirate,southblue,Alive,,,,,,,,0.0,haruta,0.0,0.0,0.0
Hatchan,69.0,takoyaki8;arlongpirates;sunpirates,takoyakiseller;pirateofficer,,Alive,220.0,,S,,,fish-mandistrict;arlongpark,8000000.0,0.0,hatchan,0.0,0.0,0.0
Hattori,323.0,cp0;cp9;galley-la,roblucci'spet,,Alive,25.0,,,,,,,0.0,hattori,0.0,0.0,0.0
Heat,500.0,kidpirates;ninja-pirate-mink-samuraialliance,pirate,southblue,Unknown,,,,,,,,0.0,heat,0.0,0.0,0.0
Heercomes Dasun,483.0,marines,chiefpettyofficer,,Alive,,,,,,,100000.0,0.0,heercomesdasun,0.0,0.0,0.0
Helmeppo,3.0,marines,lieutetcommander;chiefpettyofficer;choreboy,,Alive,179.0,,S,,,shellstown,,0.0,helmeppo,1.0,0.0,0.0
Heppoko,2.0,alvidapirates,pirate,eastblue,Alive,,,,,,goatisland,,0.0,heppoko,0.0,0.0,0.0
Hera,703.0,corridacolosseum,gladiator,,Alive,,,,,,,,0.0,hera,0.0,0.0,0.0
Hera,1011.0,bigmompirates,livingweapon;servant,grandline,Unknown,212.0,,,,,,,0.0,hera,0.0,0.0,0.0
Heracles,524.0,,explorer;warrior;botanist,southblue,Alive,214.0,,F,,,boinarchipelago,,0.0,heracles,0.0,0.0,0.0
Herb,287.0,shandia,,,Deceased,,,,,,,,0.0,herb,0.0,0.0,0.0
Hewitt,223.0,bellamypirates,chef,,Unknown,,,,,,,,0.0,hewitt,0.0,0.0,0.0
Hibari,1061.0,marines;sword,commander,northblue,Alive,165.0,,F,,,,,0.0,hibari,0.0,0.0,0.0
Higuma,1.0,higumabandits,banditleader,eastblue,Deceased,190.0,,X,,,,8000000.0,0.0,higuma,0.0,0.0,0.0
Hihimaru,910.0,beastspirates;ninja-pirate-mink-samuraialliance,,,Alive,,,,,,kuri;wanocountry,,0.0,hihimaru,0.0,0.0,0.0
Hildon,444.0,thrillerbarkpirates,wildzombie,,Deceased,,,,,,,,0.0,hildon,0.0,0.0,0.0
Hilmungardr,1128.0,,,,Alive,,,,,,landofgods,,0.0,hilmungardr,0.0,0.0,0.0
Hina,171.0,marines,rearadmiral;captain,westblue,Alive,181.0,,F,Bind-Bind Fruit,Paramecia,,,0.0,hina,0.0,0.0,0.0
Hip,1038.0,kidpirates,pirate,,Unknown,,,,,,,,0.0,hip,0.0,0.0,0.0
Hippo Gallant ; Gentleman Hippopotamus ; Hippo Gentleman,451.0,thrillerbarkpirates,wildzombievicecommander,,Deceased,,,,,,,,0.0,hippogallant;gentlemanhippopotamus;hippogentleman,0.0,0.0,0.0
Hiramela ;Hiramera,608.0,mermaidcafé,dancer,grandline,Alive,,,,,,mermaidcove,,0.0,hiramela;hiramera,0.0,0.0,0.0
Hocha,391.0,oharaarchaeologists,archaeologist,,Deceased,,,,,,,,0.0,hocha,0.0,0.0,0.0
Hocker,12.0,chouchou,petshopowner,eastblue,Deceased,,,,,,orangetown,,0.0,hocker,0.0,0.0,0.0
Hody Jones );Hordy Jones,608.0,newfish-manpirates;allyoftheflyingpirates;ryugukingdom,pirate;captain;soldier,grandline,Alive,331.0,,F,,,fish-mandistrict,,0.0,hodyjones);hordyjones,0.0,0.0,0.0
Hoe,611.0,kingneptune;fish-manisland,neptune'stransportatiodpet,,Alive,,,,,,ryugupalace,,0.0,hoe,0.0,0.0,0.0
Hogback,446.0,thrillerbarkpirates,doctor,westblue,Alive,223.0,,XF,,,,,0.0,hogback,0.0,0.0,0.0
Holdem,915.0,beastspirates,shinuchi,wanocountry,Alive,312.0,,F,Lion Smile,Artificial Zoan,bakuratown;wanocountry,,0.0,holdem,0.0,0.0,0.0
Holly ; Holy,241.0,god'sarmy,pet,,Alive,,,,,,,,0.0,holly;holy,0.0,0.0,0.0
Hongo,1.0,redhairpirates,pirate;seniorofficer;doctor,,Alive,,,,,,,,0.0,hongo,0.0,0.0,0.0
Hop,1040.0,kidpirates,pirate,,Unknown,,,,,,,,0.0,hop,0.0,0.0,0.0
Hotei,951.0,beastspirates;kurozumifamily,samurai;pirate;captainofthemimawarigumi,,Alive,,,,,,,,0.0,hotei,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,0.0,0.0
Hotori and Kotori,261.0,god'sarmy,lieutetsofthedivinesoldiers,skyislands,Unknown,179.0,,S,,,,,0.0,hotoriandkotori,0.0,0.0,0.0
Hotori and Kotori,261.0,god'sarmy,lieutetsofthedivinesoldiers,skyislands,Unknown,179.0,,S,,,,,0.0,hotoriandkotori,0.0,0.0,0.0
Hototogisu,766.0,marines,viceadmiral,,Alive,,,,,,,,0.0,hototogisu,0.0,0.0,0.0
Hound,1078.0,marines,viceadmiral,,Alive,,,,,Zoan,,,0.0,hound,0.0,0.0,0.0
House,1038.0,kidpirates,pirate,,Unknown,,,,,,,,0.0,house,0.0,0.0,0.0
Howja Geddinthere II,529.0,,prisonerofimpeldown,,Unknown,,,,,,,,0.0,howjageddinthereii,0.0,0.0,0.0
Hublot,552.0,spadepirates,pirate,,Alive,,,,,,,,0.0,hublot,0.0,0.0,0.0
