name,apparition,affiliations,occupations,origin,status,height,weight,bloodtype,fruit.name,devilfruit.type,residence,bounty,key,haki.observation,haki.armament,haki.conqueror
Gerd,866.0,newgiantwarriorpirates,pirate,grandline,Alive,1700.0,,S,,,elbaph,,gerd,0.0,0.0,0.0
Giant Pirates,,,,,,,,,,,,,giantpirates,0.0,0.0,0.0
Giant Pirates,,,,,,,,,,,,,giantpirates,0.0,0.0,0.0
Giberson,860.0,underworld,warehouseman,,Alive,,,,,,,,giberson,0.0,0.0,0.0
Gig,1024.0,kidpirates,pirate,,Unknown,,,,,,,,gig,0.0,0.0,0.0
Gimlet,775.0,,,,Deceased,,,,,,,,gimlet,0.0,0.0,0.0
Gin,44.0,kriegpirates,pirate,eastblue,Alive,186.0,,S,,,,12000000.0,gin,0.0,0.0,0.0
Gina,318.0,foxypirates,shipwright,,Alive,,,,,,,,gina,0.0,0.0,0.0
Ginko,682.0,punkhazard,,,Alive,,,,,,,,ginko,0.0,0.0,0.0
Ginny,1095.0,revolutionaryarmy,eastarmycaptainoftherevolutionaryarmy;slave,grandline,Deceased,174.0,,F,,,southblue,190000000.0,ginny,0.0,0.0,0.0
Ginrummy,795.0,beastspirates,shinuchi,,Unknown,,,,Squirrel Smile,Artificial Zoan,,,ginrummy,0.0,0.0,0.0
Giolla,682.0,donquixotepirates,pirateofficer,northblue,Alive,221.0,,S,Art-Art Fruit,Paramecia,spidermiles,,giolla,0.0,0.0,0.0
Gion,907.0,marines,viceadmiral,,Alive,,,,,,,,gion,0.0,0.0,0.0
Giovanni,809.0,mokomodukedom,threeinuarashimusketeers,grandline,Alive,226.0,,S,,,kuraucity;zou,,giovanni,0.0,0.0,0.0
Gismonda,705.0,cp0,cipherpolagent,,Alive,,,,,,,,gismonda,0.0,0.0,0.0
Gladius,682.0,donquixotepirates,pirateofficer,northblue,Alive,260.0,,XF,Pop-Pop Fruit,Paramecia,spidermiles,31000000.0,gladius,0.0,0.0,0.0
Gloriosa,514.0,kujarockspirates,empressofamazonlilypirate,calmbelt,Alive,,,,,,amazonlily,,gloriosa,0.0,0.0,0.0
Glutbunny,1129.0,,,,Deceased,,,,,,landofgods,,glutbunny,0.0,0.0,0.0
Gode,254.0,god'sarmy,clergyman,,Unknown,,,,,,,,gode,0.0,0.0,0.0
Going Merry Merry Go SS Merry Go,41.0,,,,Destroyed,1100.0,,,,,,,goingmerrymerrygossmerrygo,0.0,0.0,0.0
Goki,954.0,beastspirates,,,Alive,,,,,,,,goki,0.0,0.0,0.0
Gol D. Roger,1.0,rogerpirates,piratecaptain,eastblue,Deceased,274.0,,S,,,,5564800000.0,gold.roger,1.0,1.0,1.0
Goldberg,899.0,newgiantwarriorpirates,cook,grandline,Alive,,,,,,elbaph,,goldberg,0.0,0.0,0.0
Goldfish Princess,189.0,goldfishempire,princessofgoldfishempire,,Alive,,,,,,,,goldfishprincess,0.0,0.0,0.0
"Gomora ,Gomorrah",366.0,frankyfamily,transportation,,Alive,,,,,,water7,,"gomora,gomorrah",0.0,0.0,0.0
Gonbe,322.0,chimney,pet,,Alive,,,,,,water7,,gonbe,0.0,0.0,0.0
Goo,483.0,piratecrew,pirate;captain,,Alive,,,,,,,,goo,0.0,0.0,0.0
Googly,101.0,poseidon,,,Alive,,,,,,calmbelt,,googly,0.0,0.0,0.0
Gorilla,596.0,marines,marinecaptain,,Alive,,,,,,,,gorilla,0.0,0.0,0.0
Gorishiro,978.0,beastspirates,,,Alive,,,,,,,,gorishiro,0.0,0.0,0.0
Goro,316.0,ukkarihot-springisland,onsenmanager,,Alive,,,,,,ukkarihot-springisland,,goro,0.0,0.0,0.0
GorobeiGorobe,924.0,,,,Unknown,,,,,,okoboretown;kuri;wanocountry,,gorobeigorobe,0.0,0.0,0.0
Gotti,825.0,firetankpirates,pirate;assassin;combatant,westblue,Alive,375.0,,S,,,,90000000.0,gotti,0.0,0.0,0.0
Grabba,717.0,tontattakingdom,,,Alive,,,,,,,,grabba,0.0,0.0,0.0
Gram,391.0,oharaarchaeologists,archaeologist,,Deceased,,,,,,,,gram,0.0,0.0,0.0
Great Michael,563.0,allyofthewhitebeardpirates,pirate,,Alive,,,,,,,,greatmichael,0.0,0.0,0.0
Guernica,705.0,cp0,cipherpolagent,westblue,Deceased,243.0,,F,,,,,guernica,0.0,0.0,0.0
Guillotine,1078.0,marines,viceadmiral,,Alive,,,,,,,,guillotine,0.0,0.0,0.0
Gunko,1134.0,god'sknights,,,Alive,,,,Arrow-Arrow Fruit,Paramecia,marygeoise,,gunko,0.0,0.0,0.0
Gyaro,197.0,macropirates,pirate,grandline,Alive,,,,,,ryugukingdom,,gyaro,0.0,0.0,0.0
Gyats,702.0,corridacolosseum,announcer,,Alive,,,,,,,,gyats,0.0,0.0,0.0
Gyogyo,498.0,bonneypirates,fishmonger,southblue,Alive,,,,,,sorbetkingdom,,gyogyo,0.0,0.0,0.0
Gyoll,1.0,,fishmonger,eastblue,Alive,,,,,,fooshavillage,,gyoll,0.0,0.0,0.0
"Gyoro, Nin, Bao",449.0,thrillerbarkpirates,soldierzombies,,Deceased,,,,,,,,"gyoro,nin,bao",0.0,0.0,0.0
"Gyoro, Nin, Bao",449.0,thrillerbarkpirates,soldierzombies,,Deceased,,,,,,,,"gyoro,nin,bao",0.0,0.0,0.0
"Gyoro, Nin, Bao",449.0,thrillerbarkpirates,soldierzombies,,Deceased,,,,,,,,"gyoro,nin,bao",0.0,0.0,0.0
Gyro,611.0,gyropirates;newfish-manpirates,pirate,,Alive,,,,,,,73000000.0,gyro,0.0,0.0,0.0
Haccha,981.0,beastspirates,,punkhazard,Alive,3675.0,,XF,,,,,haccha,0.0,0.0,0.0
Hack,706.0,revolutionaryarmy,revolutionaryarmymemberfish-mankarateinstructorfish-manjujutsumartialartist,grandline,Alive,280.0,,F,,,ryugukingdombaltigomomoiroisland,,hack,0.0,0.0,0.0
Hajrudin,706.0,newgiantwarriorpirates,captainofthesixthshipofthestrawhatgrandfleet,grandline,Alive,2200.0,,XF,,,elbaph,,hajrudin,0.0,0.0,0.0
Hakugan,810.0,heartpirates,helmsman,northblue,Unknown,,,,,,,,hakugan,0.0,0.0,0.0
Hamburg,305.0,foxypirates,pirate,,Alive,,,,,,,,hamburg,0.0,0.0,0.0
Ham Burger,823.0,,kingoftheballywoodkingdom,,Alive,,,,,,ballywoodkingdom,,hamburger,0.0,0.0,0.0
Hamlet,994.0,beastspirates,shinuchi,,Alive,,,,Giraffe Smile,Artificial Zoan,,,hamlet,0.0,0.0,0.0
Hammond,607.0,newfish-manpirates,pirate,grandline,Alive,,,,,,fish-mandistrict,,hammond,0.0,0.0,0.0
Hangan,556.0,allyofthewhitebeardpirates,pirate,,Alive,,,,,,,,hangan,0.0,0.0,0.0
Hanger,97.0,robeccahanberg,salesperson,eastblue,Alive,,,,,,loguetown,,hanger,0.0,0.0,0.0
Hanko,940.0,,,,Alive,,,,,,ebisutown;wanocountry,,hanko,0.0,0.0,0.0
Hannyabal,525.0,impeldown,chiefwarden,southblue,Alive,309.0,,S,,,,,hannyabal,0.0,0.0,0.0
Hanzo,931.0,beastspirates,ninja,wanocountry,Alive,544.0,,F,,,flowercapital;wanocountry,,hanzo,0.0,0.0,0.0
Happa Yamao,341.0,,carpenter,,Alive,,,,,,water7,,happayamao,0.0,0.0,0.0
Harald,1130.0,,king,,Deceased,,,,,,elbaph,,harald,0.0,0.0,0.0
Haredas,523.0,,scientist,skyislands,Alive,253.0,,X,,,weatheria,,haredas,0.0,0.0,0.0
Haruta,553.0,whitebeardpirates,12thdivisioncommander,southblue,Alive,,,,,,,,haruta,0.0,0.0,0.0
Hatchan,69.0,takoyaki8,takoyakiseller,,Alive,220.0,,S,,,fish-mandistrict,8000000.0,hatchan,0.0,0.0,0.0
Hattori,323.0,cp0,roblucci'spet,,Alive,25.0,,,,,,,hattori,0.0,0.0,0.0
Heat,500.0,kidpirates,pirate,southblue,Unknown,,,,,,,,heat,0.0,0.0,0.0
Heercomes Dasun,483.0,marines,chiefpettyofficer,,Alive,,,,,,,100000.0,heercomesdasun,0.0,0.0,0.0
Helmeppo,3.0,marines,lieutetcommander,,Alive,179.0,,S,,,shellstown,,helmeppo,1.0,0.0,0.0
Heppoko,2.0,alvidapirates,pirate,eastblue,Alive,,,,,,goatisland,,heppoko,0.0,0.0,0.0
Hera,703.0,corridacolosseum,gladiator,,Alive,,,,,,,,hera,0.0,0.0,0.0
Hera,1011.0,bigmompirates,livingweapon,grandline,Unknown,212.0,,,,,,,hera,0.0,0.0,0.0
Heracles,524.0,,explorer,southblue,Alive,214.0,,F,,,boinarchipelago,,heracles,0.0,0.0,0.0
Herb,287.0,shandia,,,Deceased,,,,,,,,herb,0.0,0.0,0.0
Hewitt,223.0,bellamypirates,chef,,Unknown,,,,,,,,hewitt,0.0,0.0,0.0
Hibari,1061.0,marines,commander,northblue,Alive,165.0,,F,,,,,hibari,0.0,0.0,0.0
Higuma,1.0,higumabandits,banditleader,eastblue,Deceased,190.0,,X,,,,8000000.0,higuma,0.0,0.0,0.0
Hihimaru,910.0,beastspirates,,,Alive,,,,,,kuri;wanocountry,,hihimaru,0.0,0.0,0.0
Hildon,444.0,thrillerbarkpirates,wildzombie,,Deceased,,,,,,,,hildon,0.0,0.0,0.0
Hilmungardr,1128.0,,,,Alive,,,,,,landofgods,,hilmungardr,0.0,0.0,0.0
Hina,171.0,marines,rearadmiral,westblue,Alive,181.0,,F,Bind-Bind Fruit,Paramecia,,,hina,0.0,0.0,0.0
Hip,1038.0,kidpirates,pirate,,Unknown,,,,,,,,hip,0.0,0.0,0.0
Hippo Gallant,451.0,thrillerbarkpirates,wildzombievicecommander,,Deceased,,,,,,,,hippogallant,0.0,0.0,0.0
Hiramela,608.0,mermaidcafé,dancer,grandline,Alive,,,,,,mermaidcove,,hiramela,0.0,0.0,0.0
Hocha,391.0,oharaarchaeologists,archaeologist,,Deceased,,,,,,,,hocha,0.0,0.0,0.0
Hocker,12.0,chouchou,petshopowner,eastblue,Deceased,,,,,,orangetown,,hocker,0.0,0.0,0.0
Hody Jones ),608.0,newfish-manpirates,pirate,grandline,Alive,331.0,,F,,,fish-mandistrict,,hodyjones),0.0,0.0,0.0
Hoe,611.0,kingneptune,neptune'stransportatiodpet,,Alive,,,,,,ryugupalace,,hoe,0.0,0.0,0.0
Hogback,446.0,thrillerbarkpirates,doctor,westblue,Alive,223.0,,XF,,,,,hogback,0.0,0.0,0.0
Holdem,915.0,beastspirates,shinuchi,wanocountry,Alive,312.0,,F,Lion Smile,Artificial Zoan,bakuratown;wanocountry,,holdem,0.0,0.0,0.0
Holly,241.0,god'sarmy,pet,,Alive,,,,,,,,holly,0.0,0.0,0.0
Hongo,1.0,redhairpirates,pirate,,Alive,,,,,,,,hongo,0.0,0.0,0.0
Hop,1040.0,kidpirates,pirate,,Unknown,,,,,,,,hop,0.0,0.0,0.0
Hotei,951.0,beastspirates,samurai,,Alive,,,,,,,,hotei,0.0,0.0,0.0
,,,,,,,,,,,,,,1.0,0.0,0.0
Hotori and Kotori,261.0,god'sarmy,lieutetsofthedivinesoldiers,skyislands,Unknown,179.0,,S,,,,,hotoriandkotori,0.0,0.0,0.0
Hotori and Kotori,261.0,god'sarmy,lieutetsofthedivinesoldiers,skyislands,Unknown,179.0,,S,,,,,hotoriandkotori,0.0,0.0,0.0
Hototogisu,766.0,marines,viceadmiral,,Alive,,,,,,,,hototogisu,0.0,0.0,0.0
Hound,1078.0,marines,viceadmiral,,Alive,,,,,Zoan,,,hound,0.0,0.0,0.0
House,1038.0,kidpirates,pirate,,Unknown,,,,,,,,house,0.0,0.0,0.0
Howja Geddinthere II,529.0,,prisonerofimpeldown,,Unknown,,,,,,,,howjageddinthereii,0.0,0.0,0.0
Hublot,552.0,spadepirates,pirate,,Alive,,,,,,,,hublot,0.0,0.0,0.0
Huck,391.0,oharaarchaeologists,archaeologist,,Deceased,,,,,,,,huck,0.0,0.0,0.0
Humphrey,598.0,sabaodyarchipelago,bartender,,Alive,,,,,,,,humphrey,0.0,0.0,0.0
Hustle,60.0,kriegpirates,pirate,eastblue,Alive,,,,,,,,hustle,0.0,0.0,0.0
Hyogoro,926.0,hyougorofamily,prisoner,,Alive,100.0,,S,,,flowercapital,,hyogoro,1.0,1.0,0.0
Hyoutauros,658.0,caesarclown,,,Alive,,,,,,,,hyoutauros,0.0,0.0,0.0
Hyouzou,607.0,newfish-manpirates,mercenary,grandline,Alive,327.0,,X,,,ryugukingdom,,hyouzou,0.0,0.0,0.0
Iceberg,323.0,galley-lacompany,presidentofthegalley-lacompany,grandline,Alive,199.0,,X,,,water7,,iceberg,0.0,0.0,0.0
"Ichika, Nika, Sanka, Yonka, Yonka Two",608.0,neutral,,grandline,Alive,,,,,,mermaidcove,,"ichika,nika,sanka,yonka,yonkatwo",0.0,0.0,0.0
"Ichika, Nika, Sanka, Yonka, Yonka Two",608.0,neutral,,grandline,Alive,,,,,,mermaidcove,,"ichika,nika,sanka,yonka,yonkatwo",0.0,0.0,0.0
"Ichika, Nika, Sanka, Yonka, Yonka Two",608.0,neutral,,grandline,Alive,,,,,,mermaidcove,,"ichika,nika,sanka,yonka,yonkatwo",0.0,0.0,0.0
"Ichika, Nika, Sanka, Yonka, Yonka Two",608.0,neutral,,grandline,Alive,,,,,,mermaidcove,,"ichika,nika,sanka,yonka,yonkatwo",0.0,0.0,0.0
"Ichika, Nika, Sanka, Yonka, Yonka Two",608.0,neutral,,grandline,Alive,,,,,,mermaidcove,,"ichika,nika,sanka,yonka,yonkatwo",0.0,0.0,0.0
Ideaman,55.0,kriegpirates,pirate,eastblue,Alive,,,,,,,,ideaman,0.0,0.0,0.0
Ideo,706.0,ideopirates,captainofthefourthshipofthestrawhatgrandfleet,grandline,Alive,225.0,,X,,,,,ideo,0.0,0.0,0.0
Igaram,106.0,arabasta,captainoftheroyalguard,grandline,Alive,218.0,,X,,,,,igaram,0.0,0.0,0.0
Ikaros Much,611.0,newfish-manpirates,pirate,grandline,Alive,499.0,,XF,,,fish-mandistrict,,ikarosmuch,0.0,0.0,0.0
Ikkaku,810.0,heartpirates,pirate,,Unknown,,,,,,,,ikkaku,0.0,0.0,0.0
Imu,906.0,worldgovernment,supremeruleroftheworldgovernment,,Alive,,,,,,marygeoise,,imu,0.0,0.0,0.0
Inazuma,536.0,kamabakkakingdom,revolutionary,southblue,Alive,228.0,,F,Snip-Snip Fruit,Paramecia,baltigo,100000000.0,inazuma,0.0,0.0,0.0
Inbi,954.0,beastspirates,,,Alive,,,,,,,,inbi,0.0,0.0,0.0
Indigo,0.0,goldenlionpirates,pirate,,Alive,,,,,,merveille,,indigo,0.0,0.0,0.0
Inhel,718.0,tontattakingdomscoutingunit,scout,,Alive,,,,,,,,inhel,0.0,0.0,0.0
,,,,,,,,,,,,,,1.0,1.0,0.0
Ippon Ume,97.0,loguetownarmsshop,armsshopproprietress,eastblue,Alive,,,,,,loguetown,,ipponume,0.0,0.0,0.0
Isa,256.0,shandia,,,Alive,,,,,,,,isa,0.0,0.0,0.0
Iscat,1127.0,,,,Alive,,,,,,landofgods,,iscat,0.0,0.0,0.0
Ishilly,608.0,mermaidcafé,dancer,grandline,Alive,,,,,,mermaidcove,,ishilly,0.0,0.0,0.0
Island Eater,128.0,,,grandline,Deceased,715.0,120.0,,,,,,islandeater,0.0,0.0,0.0
Islewan,553.0,whitebeardpirates,pirate,,Alive,,,,,,,,islewan,0.0,0.0,0.0
Issho,701.0,marines,admiral,grandline,Alive,270.0,,S,Press-Press Fruit[8],Paramecia,aoikingdomsojaisland,,issho,1.0,1.0,0.0
Isuka,,,marineensign,,Alive,,,,,,,1000000.0,isuka,0.0,0.0,0.0
Itomimizu,306.0,foxypirates,pirate,,Alive,,,,,,,,itomimizu,0.0,0.0,0.0
Izo,553.0,whitebeardpirates,16thdivisioncommander,grandline,Deceased,192.0,,X,,,wanocountry,510000000.0,izo,0.0,0.0,0.0
,,,,,,,,,,,,,,1.0,1.0,0.0
Jabra,375.0,cp0,cipherpolagent,northblue,Alive,212.0,,S,Mutt-Mutt Fruit Wolf Model,Zoan,guanhao,,jabra,1.0,1.0,0.0
Jack,801.0,beastspirates,all-star,grandline,Alive,830.0,,F,"Elephant-Elephant Fruit, Ancient Zoan Model: Mammoth , Eleph-Eleph Fruit Ancient Zoan Model Mammoth[8]",Ancient Zoan,wanocountry,1000000000.0,jack,1.0,1.0,0.0
Jackson Burner,967.0,rogerpirates,pirate,,Unknown,,,,,,,,jacksonburner,0.0,0.0,0.0
Jagger,1039.0,kidpirates,pirate,,Unknown,,,,,,,,jagger,0.0,0.0,0.0
Jaguar D. Saul,392.0,walrusschool,historyteacherviceadmiral,southblue,Alive,1950.0,,F,,,elbaph,,jaguard.saul,0.0,0.0,0.0
Jaki,954.0,beastspirates,,,Alive,,,,,,,,jaki,0.0,0.0,0.0
Jarul,866.0,giantwarriorpirates,pirate,grandline,Alive,2050.0,,F,,,elbaph,,jarul,0.0,0.0,0.0
,,,,,,,,,,,,,,1.0,0.0,1.0
Jean Ango,706.0,,bountyhunter,,Alive,,,,,,,,jeanango,0.0,0.0,0.0
Jean Bart,497.0,heartpirates,pirate,,Unknown,,,,,,,,jeanbart,0.0,0.0,0.0
Jero,680.0,marines,marineofficer,,Alive,,,,,,g-5,,jero,0.0,0.0,0.0
Jerry,362.0,cp6,cipherpolagent,southblue,Alive,676.0,,XF,,,,,jerry,0.0,0.0,0.0
Jesus Burgess,222.0,blackbeardpirates,helmsman,grandline,Alive,355.0,,F,Strong-Strong Fruit,Paramecia,hachinosu,20000000.0,jesusburgess,1.0,1.0,0.0
Jet,704.0,ideopirates,pirate;criminal,,Alive,,,,,,,,jet,0.0,0.0,0.0
Jewelry Bonney,498.0,bonneypirates,piratecaptain,redline,Alive,174.0,,F,Age-Age Fruit,Paramecia,southblue,140000000.0,jewelrybonney,0.0,0.0,0.0
Jibuemon,920.0,kouzukifamily,retainerofthekouzukifamily,,Alive,,,,,,wanocountry,,jibuemon,0.0,0.0,0.0
Jigoku-Benten,931.0,beastspirates,ninja,wanocountry,Alive,225.0,,X,,,flowercapital;wanocountry,,jigoku-benten,0.0,0.0,0.0
Jigoro,452.0,thrillerbarkpirates,generalzombie,westblue,Deceased,238.0,,S,,,,,jigoro,0.0,0.0,0.0
Jigra,860.0,underworld,organtrader,,Deceased,,,,,,,,jigra,0.0,0.0,0.0
Jinbe,528.0,strawhatpirates,pirate,grandline,Alive,301.0,,F,,,fish-mandistrict,76000000.0,jinbe,1.0,1.0,0.0
Jiron,1082.0,revolutionaryarmy,northarmydeputycommander,,Alive,,,,,,baltigo,,jiron,0.0,0.0,0.0
Jobo,232.0,,,,Alive,,,,,,mocktown,,jobo,0.0,0.0,0.0
Johanna,1135.0,walrusschool,student,,Alive,,,,,,elbaph,,johanna,0.0,0.0,0.0
John,450.0,rockspirates,generalzombie,,Deceased,,,,,,,,john,0.0,0.0,0.0
John Giant,96.0,marines,viceadmiral,grandline,Alive,,,,,,elbaph,,johngiant,0.0,0.0,0.0
Johnny,42.0,yosaku,bountyhunter,eastblue,Alive,186.0,,F,,,,,johnny,0.0,0.0,0.0
"Jolly, Gary",902.0,gallypirates,piratecaptain,,Alive,,,,,,,,"jolly,gary",0.0,0.0,0.0
Jormungandr,1142.0,,,,Unknown,,,,,,,,jormungandr,0.0,0.0,0.0
Jorul,866.0,giantwarriorpirates,piratecaptain,grandline,Deceased,2150.0,,F,,,elbaph,,jorul,0.0,0.0,0.0
Joseph,705.0,cp0,cipherpolagent,,Alive,,,,,,,,joseph,0.0,0.0,0.0
Joshu Josh,1065.0,edison,assistant,,Alive,,,,,,egghead,,joshujosh,0.0,0.0,0.0
Joyboy,628.0,,pirate,greatkingdom,Deceased,,,,"Human-Human Fruit, Model: Nika",Mythical Zoan,,,joyboy,0.0,0.0,0.0
Jozu,234.0,whitebeardpirates,pirate,westblue,Alive,503.0,,X,Twinkle-Twinkle Fruit[7],Paramecia,,,jozu,1.0,1.0,0.0
Judi,499.0,marie,,grandline,Alive,,,,,,sabaodyarchipelago,,judi,0.0,0.0,0.0
Juki,977.0,beastspirates,,,Alive,,,,,,,,juki,0.0,0.0,0.0
Julius,578.0,allyofthewhitebeardpirates,pirate,,Alive,,,,,,,,julius,0.0,0.0,0.0
Junan,611.0,criminal,cashier,grandline,Alive,,,,,,gyoverlyhills,,junan,0.0,0.0,0.0
Justy Tinbread,525.0,,,grandline,Alive,,,,,,,,justytinbread,0.0,0.0,0.0
Kadar,622.0,marines;g-2,marinerearadmiral,,Unknown,,,,,,g-2,,kadar,0.0,0.0,0.0
Kaido,795.0,beastspirates,governor-general,grandline,Unknown,710.0,,F,"Fish-Fish Fruit, Model: Azure Dragon[16]Fish-Fish Fruit, Azure Dragon Model[17]",Mythical Zoan,wanocountry,70000000.0,kaido,0.0,0.0,0.0
,,,,,,,,,,,,,,1.0,1.0,1.0
Kairen,608.0,mermaidcafe,dancer,grandline,Alive,,,,,,mermaidcove,,kairen,0.0,0.0,0.0
Kairiken,498.0,sabaodyarchipelago,bountyhunter,,Alive,,,,,,,,kairiken,0.0,0.0,0.0
Kaku,323.0,cp0,cipherpolagent,eastblue,Alive,193.0,,X,Ox-Ox Fruit Giraffe Model,Zoan,guanhao,,kaku,1.0,1.0,0.0
Kaku,927.0,kyoshirofamily,,,Alive,,,,,,,,kaku,1.0,1.0,0.0
Kakunoshin,926.0,kouzukifamily,samurai,,Alive,,,,,,wanocountry,,kakunoshin,0.0,0.0,0.0
,,,,,,,,,,,,,,1.0,0.0,0.0
KalgaraCalgaraKalgala,286.0,shandia,warrior,grandline,Deceased,222.0,,X,,,,,kalgaracalgarakalgala,0.0,0.0,0.0
Kalifa,323.0,cp0,cipherpolagent,grandline,Alive,185.0,,XF,Bubble-Bubble Fruit,Paramecia,,,kalifa,1.0,1.0,0.0
Kamakiri,249.0,shandia,shandiawarrior,skyislands,Alive,214.0,,F,,,,,kamakiri,0.0,0.0,0.0
Kamijiro,914.0,beastspirates,,,Alive,,,,,,,,kamijiro,0.0,0.0,0.0
Kandre,557.0,marines,marineofficer,,Alive,,,,,,,,kandre,0.0,0.0,0.0
Kaneshiro,72.0,arlongpirates,pirate,grandline,Alive,,,,,,fish-mandistrict;arlongpark,,kaneshiro,0.0,0.0,0.0
Kappa,167.0,,shoeshiner,,Alive,,,,,,ohana,,kappa,0.0,0.0,0.0
Karasu,593.0,revolutionaryarmy,northarmycommanderoftherevolutionaryarmy,northblue,Alive,265.0,,S,Soot-Soot Fruit,Logia,baltigo,400000000.0,karasu,1.0,1.0,0.0
Karin,1134.0,walrusschool,student,,Alive,,,,,,elbaph,,karin,0.0,0.0,0.0
Karma,553.0,takotopuspirates,piratecaptain,,Alive,,,,,,,,karma,0.0,0.0,0.0
Karoo,109.0,superspot-billedducktroops;nefertarivivi;strawhatpirates;baroqueworks,pet,grandline,Alive,150.0,,F,,,arabastakingdom,,karoo,0.0,0.0,0.0
Kasa,594.0,raijinisland,,,Alive,,,,,,,,kasa,0.0,0.0,0.0
KasagonKasagoba,607.0,newfish-manpirates,pirate,grandline,Alive,,,,,,fish-mandistrict,,kasagonkasagoba,0.0,0.0,0.0
Kashigami,287.0,shandia,,,Deceased,,,,,,,,kashigami,0.0,0.0,0.0
Kashii,377.0,worldgovernment;giantwarriorpirates,pirate;gateguardian,grandline,Alive,1700.0,,X,,,elbaphenieslobbywater7,,kashii,0.0,0.0,0.0
Kato,854.0,charlottefamily,pirateofficer,,Alive,,,,,,tanegaisland,,kato,0.0,0.0,0.0
Katsuzo,960.0,,yakuza,,Deceased,,,,,,,,katsuzo,0.0,0.0,0.0
Kawamatsu,920.0,kouzukifamily,retainerofthekouzukifamily,grandline,Alive,271.0,,F,,,wanocountry,,kawamatsu,1.0,1.0,0.0
Kaya,23.0,,medicalstudent,eastblue,Alive,169.0,,F,,,syrupvillage,,kaya,0.0,0.0,0.0
Kazekage,931.0,beastspirates,ninja,wanocountry,Alive,192.0,,F,,,flowercapital;wanocountry,,kazekage,0.0,0.0,0.0
Kazenbo,1030.0,kurozumifamily,,,Deceased,,,,,,,,kazenbo,0.0,0.0,0.0
Kebi,164.0,sand-sandclan,rebel,,Alive,,,,,,arabastakingdom,,kebi,0.0,0.0,0.0
Kechatch,553.0,whitebeardpirates,pirate,,Alive,,,,,,,,kechatch,0.0,0.0,0.0
Kelly Funk,704.0,mogarokingdom,assassin,grandline,Alive,168.0,,X,Jacket-Jacket Fruit,Paramecia,,57000000.0,kellyfunk,0.0,0.0,0.0
Keygan,64.0,kriegpirates,pirate,eastblue,Alive,,,,,,,,keygan,0.0,0.0,0.0
Kibagaeru,306.0,foxypirates,pirate,,Alive,,,,,,,,kibagaeru,0.0,0.0,0.0
Kibin,594.0,marines,marinecommodore,,Alive,,,,,,,,kibin,0.0,0.0,0.0
Kicking Claw Force,196.0,arabastakingdom,guards,,Deceased,,,,,,,,kickingclawforce,0.0,0.0,0.0
Kicking Claw Force,196.0,arabastakingdom,guards,,Deceased,,,,,,,,kickingclawforce,0.0,0.0,0.0
Kicking Claw Force,196.0,arabastakingdom,guards,,Deceased,,,,,,,,kickingclawforce,0.0,0.0,0.0
Kicking Claw Force,196.0,arabastakingdom,guards,,Deceased,,,,,,,,kickingclawforce,0.0,0.0,0.0
Kiev,325.0,frankyfamily,dismantler;bountyhunter,,Alive,,,,,,water7,,kiev,0.0,0.0,0.0
Kiku,515.0,kuja,warrior,,Alive,,,,,,amazonlily,,kiku,0.0,0.0,0.0
Kikunojo,913.0,kouzukifamily,samurai,grandline,Alive,287.0,,XF,,,wanocountry‡,,kikunojo,1.0,1.0,0.0
Kikyo,514.0,kuja,warrior,calmbelt,Alive,,,,,,amazonlily,,kikyo,0.0,0.0,0.0
Killer,498.0,kidpirates,pirate,southblue,Unknown,195.0,,X,,,,162000000.0,killer,1.0,1.0,0.0
Kimel,552.0,spadepirates,pirate,,Alive,,,,,,,,kimel,0.0,0.0,0.0
Kin'emon,656.0,kouzukifamily,samurai,grandline,Alive,295.0,,X,Garb-Garb Jutsu,Paramecia,wanocountry,,kin'emon,1.0,1.0,0.0
Kinderella,261.0,evilblackdrumkingdom,missuniverse,,Alive,,,,,,,,kinderella,0.0,0.0,0.0
King,920.0,beastspirates,all-star,grandline,Alive,613.0,,S,"Dragon-Dragon Fruit, Model: Pteranodon",Ancient Zoan,wanocountry,1390000000.0,king,1.0,1.0,0.0
Kinga,570.0,whitebeardpirates,piratecaptain,,Alive,,,,,,,,kinga,0.0,0.0,0.0
Kingbaum,836.0,bigmompirates,masteroftheseducingwoods,grandline,Unknown,2340.0,,,,,wholecakeisland,,kingbaum,0.0,0.0,0.0
Kingdew,562.0,whitebeardpirates,11thdivisioncommander,grandline,Alive,,,,,,,,kingdew,0.0,0.0,0.0
Kirintauros,658.0,caesarclown,,,Alive,,,,,,,,kirintauros,0.0,0.0,0.0
Kisegawa,929.0,,geisha,,Alive,,,,,,wanocountry,,kisegawa,0.0,0.0,0.0
Kitton,523.0,,,,Alive,,,,,,,,kitton,0.0,0.0,0.0
Koala,622.0,revolutionaryarmy,revolutionaryarmyofficer,,Alive,160.0,,F,,,baltigo,,koala,0.0,0.0,0.0
Kobei,929.0,,landlord,,Alive,,,,,,wanocountry,,kobei,0.0,0.0,0.0
,,,,,,,,,,,,,,1.0,1.0,0.0
"Koby ,Coby",2.0,marines;marine153rdbranch,marinecaptain,eastblue,Alive,167.0,,F,,,shellstown,,"koby,coby",0.0,0.0,0.0
Koda,285.0,marines,chef,,Alive,,,,,,g-2,,koda,0.0,0.0,0.0
Kokoro,322.0,tom'sworkers,stationmaster,grandline,Alive,168.0,,S,,,water7,,kokoro,0.0,0.0,0.0
